area_type,bath,balcony,price,availability_refined,availibility_due,size_bhk,scale,total_sqft_refined
Super built-up  Area,2,2,65,Ready To Move,,3,1,1525
Super built-up  Area,2,1,38.95,Under Construction,Aug,2,1,1061
Plot  Area,2,2,29.5,Under Construction,Mar,2,1,600
Super built-up  Area,2,2,40.45,Under Construction,May,3,1,1400
Super built-up  Area,3,2,145,Ready To Move,,3,1,2100
Super built-up  Area,1,1,16.5,Ready To Move,,2,1,660
Built-up  Area,1,1,18,Ready To Move,,2,1,633
Super built-up  Area,2,3,120,Ready To Move,,2,1,1260
Super built-up  Area,2,0,55.43,Ready To Move,,2,1,907
Super built-up  Area,3,2,67.55,Under Construction,Oct,3,1,2047
Built-up  Area,4,3,189,Ready To Move,,4,1,2597
Built-up  Area,2,1,63,Ready To Move,,2,1,1211
Super built-up  Area,3,2,129,Ready To Move,,3,1,1904
Super built-up  Area,2,1,73.87,Under Construction,Jan,2,1,1205
Super built-up  Area,2,2,64.08,Ready To Move,,2,1,1164
Super built-up  Area,2,2,73,Ready To Move,,2,1,1410
Built-up  Area,2,1,42,Ready To Move,,2,1,1150
Super built-up  Area,2,2,53.11,Under Construction,Jul,2,1,1170
Built-up  Area,2,1,62,Ready To Move,,2,1,1420
Super built-up  Area,2,2,45,Ready To Move,,2,1,1125
Built-up  Area,3,3,75,Ready To Move,,3,1,1789
Super built-up  Area,2,1,76,Ready To Move,,2,1,1021
Super built-up  Area,2,2,26.85,Under Construction,May,2,1,1074
Super built-up  Area,2,3,48,Ready To Move,,2,1,1222
Super built-up  Area,3,1,134,Ready To Move,,3,1,1981
Built-up  Area,2,2,55,Ready To Move,,2,1,1103
Super built-up  Area,2,1,65,Ready To Move,,2,1,1201
Super built-up  Area,2,1,36,Ready To Move,,2,1,970
Super built-up  Area,2,2,33,Ready To Move,,2,1,920
Super built-up  Area,3,3,85,Ready To Move,,3,1,1520
Plot  Area,3,2,75,Ready To Move,,3,1,675
Super built-up  Area,2,1,75,Under Construction,Nov,3,1,1268
Super built-up  Area,1,0,30,Ready To Move,,1,1,660
Super built-up  Area,3,2,115,Ready To Move,,3,1,1755
Super built-up  Area,2,1,35,Ready To Move,,2,1,945
Carpet  Area,1,1,33,Under Construction,Jul,1,1,500
Super built-up  Area,4,0,153.5,Ready To Move,,4,1,2820
Built-up  Area,3,0,140,Ready To Move,,4,1,1632
Super built-up  Area,2,2,37.5,Ready To Move,,2,1,1167
Super built-up  Area,2,2,80,Ready To Move,,2,1,1276
Built-up  Area,2,2,51,Ready To Move,,2,1,1234
Super built-up  Area,2,1,75,Ready To Move,,2,1,1180
Super built-up  Area,2,2,87,Ready To Move,,3,1,1370
Super built-up  Area,2,2,25.88,Under Construction,Sep,2,1,1015
Plot  Area,9,3,230,Ready To Move,,9,1,1200
Built-up  Area,3,1,90,Ready To Move,,3,1,1400
Plot  Area,6,3,155,Ready To Move,,5,1,1500
Plot  Area,2,0,40,Ready To Move,,2,1,1050
Super built-up  Area,2,1,46,Under Construction,Jul,2,1,1251
Super built-up  Area,3,,92.13,Ready To Move,,3,1,1677
Super built-up  Area,2,1,67.38,Under Construction,Mar,2,1,1346
Built-up  Area,2,1,31.48,Under Construction,Jul,2,1,1090
Plot  Area,4,3,240,Ready To Move,,5,1,1200
Super built-up  Area,2,3,51.1,Ready To Move,,3,1,1290
Super built-up  Area,7,,1500,Under Construction,Jul,5,1,7514
Super built-up  Area,3,2,145,Ready To Move,,3,1,1881
Super built-up  Area,2,2,52,Ready To Move,,2,1,1150
Plot  Area,2,2,200,Ready To Move,,2,43560,43560
Built-up  Area,3,2,295,Ready To Move,,3,1,2690
Super built-up  Area,2,2,42,Ready To Move,,3,1,1200
Super built-up  Area,2,2,40,Ready To Move,,2,10.8,928.8
Super built-up  Area,4,2,340,Ready To Move,,3,1,2735
Built-up  Area,2,0,65,Ready To Move,,2,1,950
Built-up  Area,3,3,40.5,Ready To Move,,3,1,1491
Super built-up  Area,2,1,51.66,Under Construction,Jul,2,1,1050
Super built-up  Area,3,2,131,Under Construction,Jun,3,1,1660
Super built-up  Area,2,2,55,Ready To Move,,2,1,1134
Built-up  Area,2,1,60,Ready To Move,,2,1,1100
Plot  Area,4,,60,Ready To Move,,4,1,800
Plot  Area,2,1,36.1,Under Construction,May,2,1,1200
Plot  Area,4,3,240,Ready To Move,,4,1,1200
Plot  Area,3,1,80,Ready To Move,,3,1,980
Super built-up  Area,2,1,37.8,Ready To Move,,2,1,1080
Super built-up  Area,2,1,50,Ready To Move,,1,1,705
Super built-up  Area,2,2,35,Ready To Move,,3,1,1200
Super built-up  Area,2,1,50,Ready To Move,,2,1,1200
Super built-up  Area,3,2,127,Under Construction,Dec,3,1,1804
Built-up  Area,2,0,20,Ready To Move,,2,1,750
Super built-up  Area,1,1,25,Ready To Move,,2,1,420
Built-up  Area,4,2,252,Ready To Move,,4,1,2800
Super built-up  Area,2,2,38.37,Under Construction,May,2,1,1090
Plot  Area,2,0,230,Ready To Move,,2,1,1500
Built-up  Area,3,1,55,Ready To Move,,3,1,1287
Super built-up  Area,4,2,157,Ready To Move,,3,1,2215
Plot  Area,4,,375,Ready To Move,,4,1,2800
Built-up  Area,2,2,42.15,Ready To Move,,2,1,1045
Super built-up  Area,2,1,47.36,Under Construction,Jul,2,1,1263
Super built-up  Area,3,2,85,Ready To Move,,3,1,1431
Super built-up  Area,2,2,32.9,Ready To Move,,2,1,999
Super built-up  Area,3,2,85.5,Ready To Move,,3,1,1650
Super built-up  Area,3,1,72,Ready To Move,,3,1,1535
Super built-up  Area,5,2,180,Under Construction,Apr,4,1,2524
Super built-up  Area,3,2,69,Under Construction,Dec,3,1,1300
Plot  Area,3,2,125,Ready To Move,,3,1,600
Super built-up  Area,3,2,150,Ready To Move,,3,1,2095
Super built-up  Area,1,1,8,Ready To Move,,1,1,284
Super built-up  Area,1,1,14,Under Construction,Jun,1,1,500
Super built-up  Area,2,2,68,Ready To Move,,2,1,1265
Super built-up  Area,2,1,44.96,Ready To Move,,2,1,1215
Plot  Area,2,0,180,Ready To Move,,2,1,2200
Built-up  Area,2,1,51,Ready To Move,,2,1,1028
Super built-up  Area,2,,92,Ready To Move,,3,1,1835
Super built-up  Area,3,3,65,Ready To Move,,3,1,1800
Super built-up  Area,3,3,175,Under Construction,May,3,1,2077
Plot  Area,3,2,211,Ready To Move,,4,1,2880
Built-up  Area,5,0,89,Ready To Move,,6,1,499
Super built-up  Area,2,1,31.15,Ready To Move,,2,1,708
Super built-up  Area,2,3,120,Ready To Move,,2,1,1200
Built-up  Area,2,1,46.25,Ready To Move,,2,1,925
Built-up  Area,3,1,148,Under Construction,Mar,3,1,2826
Carpet  Area,1,0,33.66,Under Construction,Dec,1,1,458
Built-up  Area,4,0,150,Ready To Move,,4,1,3500
Plot  Area,4,,250,Ready To Move,,4,1,5400
Plot  Area,5,2,200,Ready To Move,,4,1,1000
Built-up  Area,2,1,90,Ready To Move,,3,1,1450
Super built-up  Area,2,1,65,Ready To Move,,2,1,1100
Super built-up  Area,2,3,55,Ready To Move,,2,1,1185
Built-up  Area,4,2,80,Ready To Move,,4,1,1900
Plot  Area,2,1,70,Ready To Move,,2,1,1200
Super built-up  Area,1,1,35,Under Construction,Apr,1,1,660
Super built-up  Area,4,2,121,Ready To Move,,3,1,1920
Plot  Area,2,0,130,Ready To Move,,2,1,1200
Built-up  Area,,,222,Ready To Move,,4,1,3418
Super built-up  Area,2,1,240,Ready To Move,,4,1,4550
Super built-up  Area,2,1,68.32,Under Construction,Sep,2,1,1205
Super built-up  Area,2,2,46,Ready To Move,,2,1,1200
Super built-up  Area,2,2,73,Ready To Move,,3,1,1421
Super built-up  Area,3,3,48.9,Under Construction,Aug,3,1,1250
Super built-up  Area,1,1,29,Under Construction,Dec,1,1,524
Built-up  Area,5,,245,Ready To Move,,5,1,4200
Super built-up  Area,3,,90,Ready To Move,,3,1,1540
Super built-up  Area,2,1,45.91,Under Construction,Nov,2,1,984
Super built-up  Area,2,1,50.17,Under Construction,Nov,2,1,985
Built-up  Area,4,3,161,Under Construction,Jun,4,1,2830
Super built-up  Area,2,3,60,Ready To Move,,2,1,1140
Built-up  Area,5,3,130,Ready To Move,,5,1,3600
Super built-up  Area,2,3,44.42,Ready To Move,,3,1,1410
Super built-up  Area,2,2,86,Ready To Move,,3,1,1700
Super built-up  Area,2,0,62.425,Under Construction,Dec,2,1,1360
Plot  Area,3,2,700,Ready To Move,,4,1,1800
Super built-up  Area,2,1,86.65,Under Construction,Apr,2,1,1333
Super built-up  Area,2,1,85.5,Ready To Move,,2,1,1258
Super built-up  Area,2,2,87,Ready To Move,,3,1,1458
Built-up  Area,2,1,85,Ready To Move,,2,1,1386
Built-up  Area,2,1,32.92,Under Construction,Aug,2,1,1140
Built-up  Area,1,1,27,Ready To Move,,1,1,550
Super built-up  Area,2,3,83,Ready To Move,,2,1,1200
Super built-up  Area,2,1,39,Ready To Move,,2,1,1081
Super built-up  Area,3,2,149,Ready To Move,,4,1,2135
Built-up  Area,4,0,100,Under Construction,Aug,4,1,2500
Super built-up  Area,2,1,80,Ready To Move,,2,1,1178
Super built-up  Area,2,2,40,Ready To Move,,2,1,991
Super built-up  Area,2,3,90,Ready To Move,,3,1,1493
Super built-up  Area,3,3,130,Ready To Move,,3,1,2495
Super built-up  Area,2,1,31.99,Ready To Move,,2,1,1080
Super built-up  Area,2,1,53,Ready To Move,,2,1,814
Super built-up  Area,2,1,50,Ready To Move,,2,1,1025
Super built-up  Area,2,1,61,Under Construction,Dec,2,1,1115
Super built-up  Area,2,3,188,Ready To Move,,4,1,3075
Plot  Area,3,0,162,Ready To Move,,7,1,1900
Super built-up  Area,3,2,160,Ready To Move,,3,1,1760
Super built-up  Area,8,1,150,Ready To Move,,7,1,4000
Built-up  Area,4,,350,Ready To Move,,4,1,3090
Built-up  Area,4,3,295,Ready To Move,,4,1,2700
Super built-up  Area,2,2,52.86,Ready To Move,,2,1,1175
Super built-up  Area,5,3,364,Under Construction,Dec,4,1,4235
Super built-up  Area,2,2,45,Ready To Move,,2,1,1100
Plot  Area,7,1,175,Ready To Move,,8,1,1200
Super built-up  Area,2,2,50.75,Ready To Move,,2,1,1450
Super built-up  Area,3,3,131,Ready To Move,,3,1,1810
Super built-up  Area,2,3,71,Ready To Move,,3,1,1426
Built-up  Area,2,3,195,Ready To Move,,3,1,2400
Built-up  Area,2,1,70,Ready To Move,,2,1,1100
Super built-up  Area,1,1,35,Ready To Move,,1,1,650
Super built-up  Area,3,2,47.25,Under Construction,Dec,3,1,1350
Super built-up  Area,2,1,27,Under Construction,Dec,2,1,900
Super built-up  Area,2,3,110,Ready To Move,,2,1,1360
Super built-up  Area,1,1,36.85,Ready To Move,,1,1,674
Super built-up  Area,3,2,110,Under Construction,Jul,3,1,1655
Plot  Area,2,2,95,Ready To Move,,2,1,1300
Built-up  Area,1,0,53,Under Construction,Mar,1,1,936
Super built-up  Area,2,2,92,Ready To Move,,2,1,1277
Super built-up  Area,2,1,54,Ready To Move,,2,1,1200
Super built-up  Area,2,1,39.08,Ready To Move,,2,1,1015
Super built-up  Area,2,2,60,Ready To Move,,2,1,1153
Super built-up  Area,2,1,51.5,Ready To Move,,2,1,1035
Built-up  Area,3,1,255,Ready To Move,,5,1,3300
Super built-up  Area,2,1,46,Ready To Move,,2,1,1150
Super built-up  Area,2,1,80,Ready To Move,,2,1,1020
Super built-up  Area,6,0,212.5,Under Construction,Jun,4,1,3715
Super built-up  Area,2,1,95,Ready To Move,,2,1,1160
Super built-up  Area,2,1,31,Ready To Move,,3,1,1075
Built-up  Area,2,2,72,Ready To Move,,2,1,1225
Plot  Area,5,3,950,Ready To Move,,4,1,5000
Plot  Area,2,1,160,Ready To Move,,2,1,1600
Plot  Area,1,0,90,Ready To Move,,2,1,600
Built-up  Area,3,2,60,Ready To Move,,3,1,1350
Super built-up  Area,3,1,69,Under Construction,Oct,3,1,1300
Super built-up  Area,2,1,36.28,Under Construction,Dec,2,1,830
Super built-up  Area,2,1,69.18,Ready To Move,,2,1,1155
Super built-up  Area,5,3,345,Ready To Move,,4,1,3126
Super built-up  Area,2,2,55,Ready To Move,,2,1,905
Super built-up  Area,2,0,75,Ready To Move,,3,1,1375
Super built-up  Area,2,2,33.84,Under Construction,Apr,2,1,1140
Super built-up  Area,2,2,60,Ready To Move,,3,1,1550
Super built-up  Area,2,1,55,Ready To Move,,2,1,957
Built-up  Area,2,2,45,Ready To Move,,2,1,890
Super built-up  Area,4,2,235,Ready To Move,,4,1,3000
Super built-up  Area,2,1,55,Ready To Move,,2,1,1070
Plot  Area,5,1,150,Ready To Move,,5,1,2400
Plot  Area,4,2,595,Ready To Move,,4,1,2400
Super built-up  Area,2,1,37,Ready To Move,,2,1,925
Built-up  Area,2,2,60,Ready To Move,,2,1,1415
Plot  Area,2,0,80,Ready To Move,,1,1,500
Super built-up  Area,2,1,37,Ready To Move,,2,1,1225
Built-up  Area,4,0,90,Ready To Move,,4,1,2000
Super built-up  Area,1,1,57,Under Construction,Dec,1,1,840
Plot  Area,9,,200,Ready To Move,,9,1,1560
Super built-up  Area,3,1,112,Under Construction,Dec,3,1,1732
Plot  Area,1,0,45,Ready To Move,,1,1,1200
Super built-up  Area,2,1,69.9,Ready To Move,,2,1,1260
Super built-up  Area,2,1,49,Ready To Move,,2,1,1092
Super built-up  Area,2,0,34,Ready To Move,,2,1,827
Super built-up  Area,2,2,54,Ready To Move,,2,1,1357
Super built-up  Area,1,1,40,Ready To Move,,2,1,650
Super built-up  Area,2,1,54.79,Ready To Move,,3,1,1370
Super built-up  Area,3,2,106,Ready To Move,,3,1,1725
Built-up  Area,2,0,70,Ready To Move,,2,1,1000
Plot  Area,1,0,55,Ready To Move,,1,1,1350
Plot  Area,4,2,350,Ready To Move,,4,1,3200
Super built-up  Area,3,2,110,Ready To Move,,3,1,1717
Super built-up  Area,2,1,34,Under Construction,Dec,2,1,700
Super built-up  Area,2,1,32,Ready To Move,,2,1,800
Super built-up  Area,4,3,340,Ready To Move,,3,1,2367
Super built-up  Area,2,1,65,Ready To Move,,3,1,1415
Super built-up  Area,3,1,145,Under Construction,Dec,3,1,1976
Super built-up  Area,2,1,37.01,Ready To Move,,2,1,883
Super built-up  Area,1,1,38,Ready To Move,,1,1,700
Super built-up  Area,3,1,50,Ready To Move,,3,1,1445
Super built-up  Area,3,2,104,Under Construction,Dec,3,1,2082
Super built-up  Area,2,2,46,Ready To Move,,2,1,1140
Super built-up  Area,2,1,66,Ready To Move,,2,1,933
Plot  Area,5,1,95.5,Ready To Move,,4,1,800
Built-up  Area,2,1,57,Ready To Move,,2,1,1155
Super built-up  Area,2,1,36,Ready To Move,,2,1,1130
Super built-up  Area,2,2,73.2,Ready To Move,,2,1,1200
Super built-up  Area,2,1,43,Ready To Move,,2,1,1055
Super built-up  Area,3,2,125,Ready To Move,,3,1,1555
Super built-up  Area,3,2,62,Ready To Move,,3,1,1420
Super built-up  Area,3,2,350,Under Construction,Apr,3,1,2214
Super built-up  Area,1,1,26.91,Under Construction,Apr,1,1,658
Carpet  Area,2,1,78.74,Under Construction,Dec,2,1,896
Plot  Area,3,2,750,Ready To Move,,4,1,4000
Built-up  Area,2,2,40,Ready To Move,,2,1,1035
Plot  Area,5,2,225,Ready To Move,,4,1,2064
Super built-up  Area,3,3,160,Ready To Move,,3,1,1839
Super built-up  Area,2,2,44,Ready To Move,,2,1,1200
Built-up  Area,1,1,20,Ready To Move,,1,1,488
Built-up  Area,2,1,198,Ready To Move,,3,1,1200
Built-up  Area,5,,140,Ready To Move,,5,1,2760
Super built-up  Area,2,2,42,Ready To Move,,2,1,993
Super built-up  Area,2,1,45,Ready To Move,,2,1,1225
Plot  Area,2,0,55,Ready To Move,,2,1,900
Plot  Area,13,,150,Under Construction,Feb,9,1,1200
Built-up  Area,2,1,32,Ready To Move,,2,1,825
Super built-up  Area,4,2,359,Ready To Move,,4,1,3596
Plot  Area,4,1,203,Ready To Move,,6,1,1350
Super built-up  Area,3,3,92,Ready To Move,,3,1,1800
Super built-up  Area,2,1,100,Ready To Move,,2,1,925
Super built-up  Area,2,1,63,Under Construction,Mar,2,1,1167
Super built-up  Area,2,1,41,Ready To Move,,2,1,1150
Super built-up  Area,1,1,50,Under Construction,Aug,1,1,650
Built-up  Area,1,1,27,Ready To Move,,1,1,675
Plot  Area,3,1,90,Ready To Move,,2,1,2260
Super built-up  Area,1,0,32.39,Under Construction,Apr,1,1,720
Plot  Area,4,2,600,Ready To Move,,3,1,4800
Super built-up  Area,2,1,58,Ready To Move,,2,1,1100
Super built-up  Area,1,1,20,Ready To Move,,2,1,550
Super built-up  Area,2,1,58,Ready To Move,,3,1,1330
Super built-up  Area,2,1,160,Ready To Move,,2,1,1320
Super built-up  Area,4,2,185,Ready To Move,,3,1,1685
Super built-up  Area,5,2,75,Ready To Move,,6,1,2400
Super built-up  Area,3,3,108,Under Construction,Apr,3,1,1770
Super built-up  Area,3,3,125,Ready To Move,,3,1,2100
Super built-up  Area,2,3,42,Ready To Move,,2,1,1000
Plot  Area,5,1,105,Ready To Move,,4,1,600
Plot  Area,5,1,230,Ready To Move,,4,1,2916
Super built-up  Area,2,1,65,Ready To Move,,3,1,1419
Super built-up  Area,3,,81,Ready To Move,,3,1,1400
Built-up  Area,2,1,37.49,Ready To Move,,2,1,750
Super built-up  Area,2,1,87,Ready To Move,,2,1,1070
Super built-up  Area,3,1,107,Under Construction,Dec,3,1,1536
Built-up  Area,3,2,210,Ready To Move,,3,1,1710
Carpet  Area,3,3,196,Ready To Move,,3,1,2400
Super built-up  Area,,,102.92,Under Construction,Mar,3,1,1773.5
Super built-up  Area,2,1,72,Under Construction,Apr,2,1,1342
Super built-up  Area,3,2,130,Ready To Move,,3,1,1600
Super built-up  Area,1,1,50,Under Construction,Dec,1,1,938
Super built-up  Area,3,2,99,Ready To Move,,3,1,1820
Super built-up  Area,4,3,170,Ready To Move,,4,1,2439
Super built-up  Area,3,2,78,Ready To Move,,3,1,1665
Super built-up  Area,3,2,150,Ready To Move,,3,1,1850
Built-up  Area,2,1,40,Ready To Move,,2,1,1091
Super built-up  Area,2,1,74.03,Under Construction,Apr,2,1,1346
Super built-up  Area,3,2,224,Ready To Move,,3,1,1720
Built-up  Area,4,3,176,Ready To Move,,4,1,3675
Super built-up  Area,2,2,33.95,Under Construction,Jun,2,1,1060
Built-up  Area,2,1,57,Under Construction,Dec,2,1,1059
Super built-up  Area,2,1,97,Ready To Move,,2,1,1299
Super built-up  Area,3,2,85,Ready To Move,,3,1,1491
Built-up  Area,2,2,85,Ready To Move,,2,1,1200
Built-up  Area,5,0,110,Ready To Move,,4,1,2088
Super built-up  Area,1,1,29,Ready To Move,,1,1,581
Super built-up  Area,2,2,70,Ready To Move,,2,1,1296
Super built-up  Area,2,1,55,Ready To Move,,2,1,1125
Built-up  Area,3,1,70,Ready To Move,,3,1,1275
Super built-up  Area,2,2,55,Ready To Move,,2,1,1095
Plot  Area,4,2,975,Ready To Move,,5,1,10000
Super built-up  Area,2,2,74,Ready To Move,,2,1,1330
Super built-up  Area,2,2,60,Ready To Move,,2,1,1135
Super built-up  Area,1,1,39,Ready To Move,,1,1,516
Super built-up  Area,2,1,51,Ready To Move,,2,1,1194
Plot  Area,5,,240,Ready To Move,,5,1,2250
Super built-up  Area,1,1,38,Ready To Move,,2,1,770
Super built-up  Area,5,2,330,Ready To Move,,4,1,3930
Super built-up  Area,3,2,54.2,Under Construction,May,3,1,1355
Built-up  Area,8,0,150,Ready To Move,,8,1,3000
Built-up  Area,4,1,175,Ready To Move,,4,1,2569
Built-up  Area,4,2,450,Ready To Move,,4,1,3758
Super built-up  Area,2,3,51.91,Ready To Move,,2,1,1116
Super built-up  Area,3,2,115,Ready To Move,,3,1,1707
Plot  Area,5,1,225,Under Construction,Apr,5,1,1200
Super built-up  Area,2,2,49,Ready To Move,,2,1,1070
Built-up  Area,4,,410,Ready To Move,,4,1,6000
Super built-up  Area,2,1,83,Under Construction,Apr,3,1,1240
Super built-up  Area,2,1,91.65,Under Construction,Dec,2,1,1300
Super built-up  Area,2,2,76,Ready To Move,,2,1,1700
Super built-up  Area,2,2,76.18,Ready To Move,,3,1,1383
Built-up  Area,4,3,170,Ready To Move,,5,1,3000
Built-up  Area,2,1,34.65,Under Construction,Dec,2,1,1200
Super built-up  Area,2,3,45,Ready To Move,,2,1,935
Super built-up  Area,4,2,151,Ready To Move,,3,1,2072
Built-up  Area,3,1,225,Ready To Move,,4,1,2200
Super built-up  Area,1,1,46,Ready To Move,,1,1,615
Super built-up  Area,2,1,45,Ready To Move,,2,1,1116
Super built-up  Area,3,2,107,Under Construction,Dec,3,1,1639
Super built-up  Area,3,2,130,Ready To Move,,3,1,1839
Super built-up  Area,2,2,63,Ready To Move,,2,1,1300
Super built-up  Area,1,1,27,Ready To Move,,1,1,625
Super built-up  Area,1,1,61,Under Construction,May,1,1,933
Super built-up  Area,3,3,180,Ready To Move,,3,1,2289
Built-up  Area,3,0,125,Ready To Move,,3,1,2316
Super built-up  Area,2,1,39.77,Under Construction,May,2,1,1005
Built-up  Area,2,1,38,Ready To Move,,2,1,1080
Plot  Area,5,3,185,Ready To Move,,7,1,1200
Super built-up  Area,2,3,36,Ready To Move,,2,1,910
Plot  Area,2,0,73,Ready To Move,,2,1,1200
Super built-up  Area,2,1,39.9,Ready To Move,,2,1,1110
Super built-up  Area,2,2,56,Ready To Move,,2,1,1142
Carpet  Area,4,3,240,Ready To Move,,5,1,4000
Plot  Area,3,1,204,Under Construction,Mar,3,1,1800
Super built-up  Area,2,1,55,Ready To Move,,2,1,1005
Built-up  Area,3,1,133,Under Construction,Apr,3,1,1626
Super built-up  Area,2,2,54,Ready To Move,,2,1,1074
Carpet  Area,2,0,80,Ready To Move,,2,1,1230
Super built-up  Area,1,1,23,Ready To Move,,2,1,660
Built-up  Area,2,2,48,Ready To Move,,2,1,1007
Plot  Area,6,1,74,Ready To Move,,4,1,1050
Built-up  Area,3,2,113,Under Construction,Dec,3,1,1820
Super built-up  Area,2,1,60,Ready To Move,,2,1,1100
Plot  Area,2,0,100,Ready To Move,,2,1,1348
Super built-up  Area,2,2,66.25,Ready To Move,,2,1,1230
Super built-up  Area,2,1,37.62,Under Construction,May,3,1,1176
Super built-up  Area,3,2,57,Ready To Move,,3,1,1590
Built-up  Area,2,1,78,Ready To Move,,2,1,1200
Built-up  Area,2,1,65,Under Construction,Jun,2,1,1298
Super built-up  Area,2,1,55.15,Under Construction,Jul,2,1,1161
Plot  Area,4,0,175,Ready To Move,,4,1,1350
Plot  Area,5,2,138,Ready To Move,,5,1,1200
Super built-up  Area,2,1,60,Ready To Move,,2,1,1285
Super built-up  Area,3,2,92.59,Under Construction,Jun,3,1,1644
Super built-up  Area,3,1,150,Ready To Move,,3,1,1819
Super built-up  Area,2,1,85,Ready To Move,,2,1,1205
Super built-up  Area,3,3,300,Ready To Move,,3,1,2350
Super built-up  Area,2,1,42,Ready To Move,,2,1,1050
Super built-up  Area,2,2,62,Ready To Move,,2,1,1270
Super built-up  Area,2,2,39.89,Under Construction,Jun,3,1,1240
Super built-up  Area,3,3,70,Ready To Move,,3,1,1221
Built-up  Area,2,2,35,Ready To Move,,3,1,840
Super built-up  Area,2,2,63,Ready To Move,,2,1,1339
Super built-up  Area,5,,300,Ready To Move,,4,1,4303
Super built-up  Area,2,1,85,Ready To Move,,2,1,1315
Super built-up  Area,2,2,68,Ready To Move,,2,1,1250
Super built-up  Area,2,1,27,Ready To Move,,2,1,850
Super built-up  Area,2,2,110,Ready To Move,,3,1,1600
Built-up  Area,2,1,62,Ready To Move,,2,1,1250
Super built-up  Area,2,1,56.5,Ready To Move,,3,1,1312
Super built-up  Area,4,0,134,Ready To Move,,4,1,3000
Built-up  Area,2,2,28,Ready To Move,,2,1,1300
Built-up  Area,3,3,98,Ready To Move,,3,1,1990
Super built-up  Area,2,2,38.5,Ready To Move,,2,1,760
Plot  Area,4,2,536,Ready To Move,,4,1,5000
Super built-up  Area,2,2,59,Ready To Move,,3,1,1614
Plot  Area,3,2,162,Ready To Move,,4,1,1500
Super built-up  Area,2,1,60.1,Ready To Move,,3,1,1182
Super built-up  Area,2,1,46.29,Ready To Move,,2,1,1053
Built-up  Area,1,1,105,Ready To Move,,1,1,750
Super built-up  Area,3,3,125,Ready To Move,,3,1,2000
